0116456,0
0651086,1
1487670,2
0029400,3
1553654,4
0095106,5
2870406,6
1228504,7
0169998,8
3610078,9
0002140,10
0365755,11
0950220,12
1185747,13
1863451,14
1968605,15
0243231,16
2369292,17
0001662,18
0908446,19
0516496,20
1878206,21
0001101,22
0124079,23
0004775,24
0142746,25
1018521,26
0541932,27
0487609,28
0744030,29
3041467,30
0933727,31
2940100,32
2347006,33
0589474,34
1417574,35
0268007,36
1192060,37
0401132,38
4025482,39
0067367,40
1638022,41
2953664,42
0671567,43
1676221,44
3712746,45
0790715,46
0829032,47
3338776,48
1764012,49
0852957,50
0818454,51
2461627,52
1451059,53
0852466,54
1066514,55
4478211,56
1829090,57
0808022,58
3374198,59
3927701,60
0190744,61
1980806,62
0608601,63
1987095,64
2377216,65
1675949,66
0001104,67
0424060,68
0000760,69
1829292,70
1211525,71
0322513,72
0158856,73
1032208,74
0928087,75
0335702,76
0763643,77
0278234,78
0345573,79
0002871,80
0000613,81
6549862,82
0117022,83
5230942,84
2953628,85
1661954,86
1566033,87
4545833,88
0007814,89
1404239,90
2554000,91
0309430,92
1190087,93
2124927,94
0804805,95
3073670,96
1113157,97
0232084,98
1955504,99
2317805,100
0578853,101
0498076,102
0002076,103
0003981,104
1531180,105
1143016,106
0003928,107
0141710,108
2200632,109
0377336,110
0122439,111
0553648,112
0717709,113
0654295,114
1510113,115
1312535,116
0874232,117
2075532,118
0708903,119
1880390,120
1525807,121
0004957,122
0916471,123
0605541,124
3299616,125
1731421,126
1140998,127
0506405,128
1161078,129
0005139,130
1552693,131
0761587,132
1008191,133
0740400,134
1478996,135
0175305,136
0211726,137
0424559,138
1767820,139
1058513,140
0005002,141
0787680,142
1484270,143
0657760,144
0000928,145
0052446,146
1489668,147
3506828,148
0001044,149
1886805,150
0284551,151
3332017,152
0733812,153
3597808,154
0462387,155
0004968,156
0132300,157
4832920,158
2333849,159
1047343,160
0410893,161
0372683,162
1926948,163
0722269,164
1085051,165
0729988,166
0177846,167
0553269,168
0172472,169
0000582,170
0650702,171
0005269,172
0291364,173
1963817,174
0704590,175
0003941,176
0832906,177
3125601,178
2279869,179
0748620,180
0430005,181
1695172,182
1768424,183
0253708,184
4480973,185
0381524,186
3072911,187
1433588,188
0005496,189
2258329,190
1042825,191
1265635,192
0470941,193
1092227,194
2583626,195
2258148,196
2767311,197
2773075,198
0002033,199
0124798,200
0774386,201
1769728,202
0006713,203
4435720,204
0001556,205
0360910,206
0647009,207
0740264,208
0012081,209
0005273,210
0658252,211
3845763,212
2624568,213
1797322,214
0005351,215
0545335,216
1501738,217
5949163,218
1893123,219
0142972,220
3127187,221
0005315,222
0004456,223
0620232,224
0004805,225
2466842,226
1123709,227
2440627,228
3151489,229
1009333,230
1382356,231
0331906,232
2706463,233
1108838,234
0001035,235
0004917,236
1324246,237
2019677,238
3142219,239
